predicate	count	label	description
http://www.wikidata.org/prop/direct/p2088	4	Crunchbase organization ID	Identifier for an organization, in the Crunchbase database of companies and start-ups, operated by TechCrunch
http://www.wikidata.org/prop/direct/p2342	4	AGORHA person/institution ID	identifier for a person or institution in the Agorha database (INHA)
http://www.wikidata.org/prop/direct/p276	4	location	location of the object, structure or event; use P131 to indicate the containing administrative entity, P8138 for statistical entities, or P706 for geographic entities; use P7153 for locations associated with the object
http://www.wikidata.org/prop/direct/p3318	4	Guía Digital del Patrimonio Cultural de Andalucía ID	identifier for a cultural heritage item in the Patrimonio Inmueble de Andalucía database (BDI)
http://www.wikidata.org/prop/direct/p3347	4	PermID	identifier for an entity or concept, in Thomson Reuters Open PermID
http://www.wikidata.org/prop/direct/p3599	4	archival creator authority record at the Archives nationales	identifier of the Archives Nationales (French National Archives)
http://www.wikidata.org/prop/direct/p3603	4	Minneapolis Institute of Art constituent ID	identifier assigned to a person or organization by the Minneapolis Institute of Art
http://www.wikidata.org/prop/direct/p361	4	part of	object of which the subject is a part (if this subject is already part of object A which is a part of object B, then please only make the subject part of object A), inverse property of 
http://www.wikidata.org/prop/direct/p3762	4	openMLOL author ID	identifier of an author in the openMLOL digital library of cultural resources
http://www.wikidata.org/prop/direct/p3943	4	Tumblr username	account name on Tumblr
http://www.wikidata.org/prop/direct/p4081	4	BHL creator ID	identifier for a creator of a work in the Biodiversity Heritage Library (BHL)
http://www.wikidata.org/prop/direct/p5760	4	Petit Futé site ID	identifier for a tourist site on the Petit Futé website
http://www.wikidata.org/prop/direct/p6773	4	HAL structure ID	numerical code for a research institution as stored in HAL author affiliations
http://www.wikidata.org/prop/direct/p6821	4	Alvin ID	platform for digital collections and digitized cultural heritage in Uppsala about, managed by Uppsala university library
http://www.wikidata.org/prop/direct/p7982	4	Hrvatska enciklopedija ID	identifier for an article in the Croatian Encyclopedia (Hrvatska enciklopedija)
http://www.wikidata.org/prop/direct/p808	4	Asset of cultural interest code	identifier for an item in the Spanish heritage register (included RI/ARI)
http://www.wikidata.org/prop/direct/p8425	4	IAPH code	identifier for cultural heritage records of Instituto Andaluz del Patrimonio Histórico, Andalusia (Spain)
http://www.wikidata.org/prop/direct/p8826	4	edition humboldt digital ID	identifier for the register of biographies, places and institutions in edition humboldt digital
http://www.wikidata.org/prop/direct/p9226	4	ARAE ID	identifier for an entity (person, organization, family) in the Archivo de la Real Academia Española
http://www.wikidata.org/prop/direct/p10832	3	WorldCat Entities ID	identifier for a person, work, place, historical period, or event from the WorldCat Entities linked data service
http://www.wikidata.org/prop/direct/p11601	3	beniculturali.it place ID	identifier for a place on the website of the Italian Ministry of Culture
http://www.wikidata.org/prop/direct/p11892	3	Threads username	item's username on Threads
http://www.wikidata.org/prop/direct/p12204	3	ELMCIP ID	identifier of a creative work, critical writing, databases and archives, event, organization, person, platform/software, publisher, research collection, or teaching resource in the ELMCIP Knowledge Base
http://www.wikidata.org/prop/direct/p12701	3	Iconoteca dell'Accademia di architettura ID	identifier for an entity (person, organization, place, object) in the photographic and graphic repository held by the Accademia di architettura di Mendrisio
http://www.wikidata.org/prop/direct/p12898	3	Museums in Russia ID	identifier of a museum page on the website 
http://www.wikidata.org/prop/direct/p13311	3	Digital Scriptorium Catalog item ID	identifier for an item in the Digital Scriptorium Catalog Wikibase
http://www.wikidata.org/prop/direct/p13731	3	Swiss Films company ID	identifier for a company in the Swiss Films database
http://www.wikidata.org/prop/direct/p13906	3	NLAI ID	identifier for an authority record in the Catalogue of the National Library of Iran
http://www.wikidata.org/prop/direct/p1670	3	Canadiana Authorities ID (former scheme)	obsolete identifier for authority control per the Library and Archives Canada. Format: 4 digits + 1 letter + 4 digits + optional F
http://www.wikidata.org/prop/direct/p2048	3	height	vertical length of an entity
http://www.wikidata.org/prop/direct/p2252	3	National Gallery of Art artist ID	identifier assigned to an artist by the National Gallery of Art in Washington, DC
http://www.wikidata.org/prop/direct/p2424	3	Berlin cultural heritage ID	identifier for an object in the cultural heritage database of Berlin
http://www.wikidata.org/prop/direct/p3057	3	Charity Commission no.	official number of a charity registered with the Charity Commission of England and Wales
http://www.wikidata.org/prop/direct/p3066	3	GLAM ID	unique identifier for heritage institutions as they have been used in the context of the OpenGLAM Benchmark Survey
http://www.wikidata.org/prop/direct/p3153	3	Open Funder Registry funder ID	identifier for an organisation that funds research, in the Crossref registry
http://www.wikidata.org/prop/direct/p3273	3	Actorenregister ID	identifier in the Dutch Actorenregister database
http://www.wikidata.org/prop/direct/p3308	3	lib.reviews ID	ID for “Things” (review subjects) on lib.reviews
http://www.wikidata.org/prop/direct/p3365	3	Treccani ID	identifier for the Italian Treccani website and encyclopedia
http://www.wikidata.org/prop/direct/p3503	3	LombardiaBeniCulturali building ID	identifier of a historical building in the cultural heritage database of the Lombardy Region of Italy
http://www.wikidata.org/prop/direct/p355	3	child organization or unit	child organization/unit of a organization/unit; for companies, generally a fully owned separate corp., see business division (P199); opposite of parent org./unit (P749); use instance of (P31) to distinguish org. (Q43229) and org. unit (Q10387680)
http://www.wikidata.org/prop/direct/p3569	3	Cultureel Woordenboek ID	identifier for a concept in the Dutch Cultureel Woordenboek ('Cultural Dictionary')
http://www.wikidata.org/prop/direct/p359	3	Rijksmonument ID	identifier for a monument assigned by the Rijksdienst voor het Cultureel Erfgoed
http://www.wikidata.org/prop/direct/p3608	3	EU VAT number	VAT number assigned in the EU
http://www.wikidata.org/prop/direct/p4015	3	Vimeo ID	username or ID on Vimeo
http://www.wikidata.org/prop/direct/p4033	3	Mastodon address	address on the Mastodon decentralized social network (the form is 'user@server.domain' without a leading '@')
http://www.wikidata.org/prop/direct/p5050	3	UMAC ID	identifier for a museum or collection in the Worldwide Database of University Museums and Collections
http://www.wikidata.org/prop/direct/p5337	3	Google News topics ID	identifier for a subject in the news on Google News
http://www.wikidata.org/prop/direct/p5601	3	TCI destination ID	identifier in the geographical database of the Touring Club Italiano, or Touring Club of Italy
http://www.wikidata.org/prop/direct/p5785	3	EU Participant Identification Code	ID of organization participating in EU programmes
http://www.wikidata.org/prop/direct/p6295	3	ARTIC artist ID	identifier for an artist on the Art Institute of Chicago website
http://www.wikidata.org/prop/direct/p6394	3	ELNET ID	identifier assigned by the ELNET consortium of Estonian libraries. Format: 7 digits, 
http://www.wikidata.org/prop/direct/p6413	3	JORFSearch organization ID	ідентифікатор для французької урядової організації в базі даних призначень Journal officiel de la République française (JORF)
http://www.wikidata.org/prop/direct/p6486	3	Pacific Coast Architecture Database building ID	identifier for a building in the Pacific Coast Architecture Database (PCAD)
http://www.wikidata.org/prop/direct/p709	3	Historic Environment Scotland ID	identifier for a building in the Historic Environment Scotland database
http://www.wikidata.org/prop/direct/p718	3	Canmore ID	identifier in the Royal Commission on the Ancient and Historical Monuments of Scotland's Canmore database
http://www.wikidata.org/prop/direct/p749	3	parent organization or unit	parent organization or unit of an organization or unit, opposite of child organization or unit (P355); use instance of (P31) to distinguish organization (Q43229) and organization unit (Q10387680)
http://www.wikidata.org/prop/direct/p7502	3	Golden ID	ID page in Golden knowledge base
http://www.wikidata.org/prop/direct/p7831	3	NMVW ID	identifier for persons and organisations at the Dutch National Museum of World Cultures / Wereldmuseum
http://www.wikidata.org/prop/direct/p8406	3	Grove Art Online ID	identifier of a topic in Grove Art Online
http://www.wikidata.org/prop/direct/p8562	3	JSTOR publisher ID	identifier for a publisher in JSTOR
http://www.wikidata.org/prop/direct/p8783	3	AAGM person or institution ID	identifier for a person (artist, architect, sitter, benefactor etc) or organisation in the website database of Aberdeen Art Galleries and Museums (AAGM)
http://www.wikidata.org/prop/direct/p9641	3	fondoambiente.it ID	identifier in the database of the Fondo per l'Ambiente Italiano
http://www.wikidata.org/prop/direct/p10189	2	Bloomsbury Fashion Central ID	numerical identifier for an entry in the Bloomsbury Fashion Central database
http://www.wikidata.org/prop/direct/p10780	2	Radio France person ID	alphabetical identifier for a person on the Radio France website
http://www.wikidata.org/prop/direct/p10834	2	BVMC organization ID	identifier of a corporate body on the Biblioteca Virtual Miguel de Cervantes, data.cervantesvirtual.com
http://www.wikidata.org/prop/direct/p1101	2	floors above ground	above ground floor count of a building (ground floor and attic included)
http://www.wikidata.org/prop/direct/p11555	2	Kunstbulletin institution ID	identifier for an institution on Kunstbulletin
http://www.wikidata.org/prop/direct/p11559	2	TikTok location ID	identifier for a place in TikTok
http://www.wikidata.org/prop/direct/p1248	2	KulturNav-ID	identifier for people, places, events, etc. used by some Nordic museums
http://www.wikidata.org/prop/direct/p12582	2	Oxford Reference overview ID	identifier for an overview page for a topic in the Oxford Reference
http://www.wikidata.org/prop/direct/p126	2	maintained by	person or organization in charge of keeping the subject (for instance an infrastructure) in functioning order
http://www.wikidata.org/prop/direct/p1260	2	Swedish Open Cultural Heritage URI	identifier
http://www.wikidata.org/prop/direct/p1280	2	CONOR.SI ID	identifier in the National and University Library, Ljubljana database
http://www.wikidata.org/prop/direct/p13059	2	Babelio subject ID	identifier for a subject on the French literature site Babelio
http://www.wikidata.org/prop/direct/p1320	2	OpenCorporates ID	identifier for a corporation in the OpenCorporates database. Format: country prefix, optional subnational entity abbrevation, 
http://www.wikidata.org/prop/direct/p13750	2	Arab Encyclopedia concept ID	digital identifier for a topic within the articles of the Arabic Encyclopedia
http://www.wikidata.org/prop/direct/p13779	2	ScholarGPS institution ID	identifier for an institution on ScholarGPS
http://www.wikidata.org/prop/direct/p13804	2	Sancho el Sabio Foundation ID	identifier for authority names from the catalogue of Sancho el Sabio Foundation
http://www.wikidata.org/prop/direct/p1483	2	kulturnoe-nasledie.ru ID	identifier for an item in a Russian cultural heritage register
http://www.wikidata.org/prop/direct/p1695	2	NLP ID	National Library of Poland unique identifier. Format: 
http://www.wikidata.org/prop/direct/p1700	2	SIPA ID	identifier in the SIPA (Sistema de Informação para o Património Arquitectónico) database of heritage sites in Portugal
http://www.wikidata.org/prop/direct/p1702	2	DGPC ID	identifier in the DGPC (Directorate General of Cultural Heritage) database of heritage sites in Portugal
http://www.wikidata.org/prop/direct/p1947	2	Mapillary photo ID	ID for a photo on Mapillary, a service for crowdsourcing map photos
http://www.wikidata.org/prop/direct/p1953	2	Discogs artist ID	identifier for a band or person in the Discogs database
http://www.wikidata.org/prop/direct/p2049	2	width	width of an object
http://www.wikidata.org/prop/direct/p2538	2	Nationalmuseum Sweden ID	identifier for Nationalmuseum in Sweden
http://www.wikidata.org/prop/direct/p2572	2	hashtag	reference keyword associated with this item for online communities (do not include the 
http://www.wikidata.org/prop/direct/p2657	2	EU Transparency Register ID	identity code for an organisation, in the transparency register of the European Union
http://www.wikidata.org/prop/direct/p2917	2	COAM structure ID	identifier of a building or structure of the city of Madrid in the Official Architects' Association of Madrid (COAM) database
http://www.wikidata.org/prop/direct/p2963	2	Goodreads author ID	identifier of an author on the Goodreads website
http://www.wikidata.org/prop/direct/p3185	2	VK username	identifier for a person or organization in VK.com (VKontakte)
http://www.wikidata.org/prop/direct/p3206	2	data.gouv.fr organisation ID	identifier of an organization on the French national open-data platform data.gouv.fr
http://www.wikidata.org/prop/direct/p3267	2	Flickr user ID	identifier for a person or organisation, with an account at Flickr
http://www.wikidata.org/prop/direct/p3579	2	Weibo user ID	Weibo user's identifier
http://www.wikidata.org/prop/direct/p3740	2	number of works	qualifier on identifiers, e.g. for creators or locations, giving the number of works in the external database associated with the subject of the identifier
http://www.wikidata.org/prop/direct/p3789	2	Telegram username	this item's username, channel or group on Telegram
http://www.wikidata.org/prop/direct/p3794	2	Dictionary of Sydney ID	identifier in the Dictionary of Sydney
http://www.wikidata.org/prop/direct/p381	2	PCP reference number	identifier for cultural properties in Switzerland
http://www.wikidata.org/prop/direct/p3820	2	Flanders Arts Institute venue ID (former scheme)	identifier of a venue in the Flanders Arts Institute database for performing arts
http://www.wikidata.org/prop/direct/p3988	2	National Library Board Singapore ID (former scheme)	Former identifier of a person, organisation or place from the name authorities of National Library Board
http://www.wikidata.org/prop/direct/p3999	2	date of official closure	date of official closure of a building or event
http://www.wikidata.org/prop/direct/p4129	2	Cinema Treasures ID	identifier for a cinema in the Cinema Treasures database
http://www.wikidata.org/prop/direct/p4389	2	Science Museum people ID	identifier of a person or organisation on the website of the Science Museum Group
http://www.wikidata.org/prop/direct/p4431	2	Google Doodle	Google Doodle celebrating this entity or event
http://www.wikidata.org/prop/direct/p455	2	Emporis building ID	former identifier for a building in the defunct Emporis database (for building complexes, see P2270)
http://www.wikidata.org/prop/direct/p4629	2	Online Books Page author ID	identifier for an author, at the Online Books Page website
http://www.wikidata.org/prop/direct/p466	2	occupant	person or organization occupying property
http://www.wikidata.org/prop/direct/p4948	2	DDB item ID	identifier for items in Deutsche Digitale Bibliothek
http://www.wikidata.org/prop/direct/p5163	2	Odnoklassniki ID	identifier for a person or organization in Odnoklassniki
http://www.wikidata.org/prop/direct/p5208	2	BAG building ID	BAG building ID for Dutch buildings (
http://www.wikidata.org/prop/direct/p528	2	catalog code	catalog name of an object, use with qualifier P972
http://www.wikidata.org/prop/direct/p5381	2	EGROKN ID	identifier for a monument in the Unified state register of objects of cultural heritage (monuments of history and culture) of the peoples of the Russian Federation
http://www.wikidata.org/prop/direct/p576	2	dissolved, abolished or demolished date	point in time at which the subject (organisation, building) ceased to exist; see 
http://www.wikidata.org/prop/direct/p5991	2	carbon footprint	total emissions caused by an individual, event, organisation, or product, expressed as carbon dioxide equivalent; has to be calculated via a scientificly proven methodology
http://www.wikidata.org/prop/direct/p6082	2	NYC Building Identification Number (BIN)	unique ID used by the City of New York to identify a building
http://www.wikidata.org/prop/direct/p6262	2	Fandom article ID	identifier of an article on Fandom (Wikia). Format: subdomain:Page_title (language-code.subdomain:Page_title for non-English wikis)
http://www.wikidata.org/prop/direct/p6264	2	Harvard Index of Botanists ID	numerical identifier for a person in the Harvard Index of Botanists
http://www.wikidata.org/prop/direct/p6329	2	Share-VDE 1.0 author ID	identifier for entities (people and organizations) in the federated linked data platform Share Virtual Discovery Environment
http://www.wikidata.org/prop/direct/p649	2	NRHP reference number	identifier in the National Register of Historic Places assigned by the National Park Service of the USA
http://www.wikidata.org/prop/direct/p6621	2	Le Figaro tag ID	identifier for a topic on the website of Le Figaro
http://www.wikidata.org/prop/direct/p6744	2	FragDenStaat public body ID	identifier for public bodies from FragDenStaat.de
http://www.wikidata.org/prop/direct/p6848	2	abART institution ID	identifier of institution in Czech database abART
http://www.wikidata.org/prop/direct/p7140	2	München Wiki article ID	identifier for articles at muenchenwiki.de
http://www.wikidata.org/prop/direct/p7369	2	National Library of Chile ID	identifier for authority control managed by the National Library of Chile
http://www.wikidata.org/prop/direct/p7414	2	State Catalogue of the Museum Fund of Russia museum ID	идентификатор музея на Госкаталог.ру
http://www.wikidata.org/prop/direct/p757	2	World Heritage Site ID	the identifier for a site as assigned by UNESCO. Use on one item per site, link parts with property 
http://www.wikidata.org/prop/direct/p7630	2	Dictionary of Scottish Architects building ID	identifier for a building in the Dictionary of Scottish Architects database and website
http://www.wikidata.org/prop/direct/p7842	2	Vienna History Wiki ID	numeric identifier of a page in the Vienna History Wiki
http://www.wikidata.org/prop/direct/p7847	2	DigitaltMuseum ID	Identifier at DigitaltMuseum
http://www.wikidata.org/prop/direct/p7917	2	Museums in Austria Code	Registration Code from the association of museums in Austria
http://www.wikidata.org/prop/direct/p8038	2	SIUSA archive conservator ID	identifier for an archive conservator in the Unified Information System for the Archival Superintendencies (SUISA)
http://www.wikidata.org/prop/direct/p8408	2	KBpedia ID	identifier for the KBpedia knowledge graph, which provides consistent mappings across seven large-scale public knowledge bases including Wikidata, and is used to promote data interoperability and extraction of training sets for machine learning
http://www.wikidata.org/prop/direct/p8816	2	Dzen ID	identifier for a news source on Dzen
http://www.wikidata.org/prop/direct/p8828	2	AAA attraction ID	identifier for a tourist attraction on the American Automobile Association website
http://www.wikidata.org/prop/direct/p8980	2	KANTO ID	identifier for a person or an organization in the database KANTO curated by the National Library of Finland
http://www.wikidata.org/prop/direct/p8988	2	Mapy.com ID	identifier for a point of interest in Mapy.com
http://www.wikidata.org/prop/direct/p9037	2	BHCL UUID	UUID of authorities used in the Bibliography of the History of the Czech Lands (BHCL)
http://www.wikidata.org/prop/direct/p9050	2	ICCD site ID	identifier for a place or an organisation in the General catalog of Italian cultural heritage
http://www.wikidata.org/prop/direct/p9152	2	CollectieGelderland creator ID	identifier for a creator in the collaborative platform CollectieGelderland
http://www.wikidata.org/prop/direct/p9322	2	SVKKL authority ID	identifier in the regional authority database of Central Bohemian Research Library
http://www.wikidata.org/prop/direct/p9326	2	PatER ID	identifier of cultural heritage in PatER, a website by Italian region Emilia-Romagna
http://www.wikidata.org/prop/direct/p9346	2	France 24 topic ID (French)	identifier of a topic on the French version of the France 24 website
http://www.wikidata.org/prop/direct/p9585	2	Lexikon der österreichischen Provenienzforschung ID	identifier for an entry in the Dictionary of Austrian Provenance Research
http://www.wikidata.org/prop/direct/p9591	2	#SOSBrutalism ID	identifier for #SOSBrutalism database website
http://www.wikidata.org/prop/direct/p9629	2	Armeniapedia ID	numeric identifier for an article in the online encyclopedia Armeniapedia
http://www.wikidata.org/prop/direct/p966	2	MusicBrainz label ID	identifier for a record label in the MusicBrainz open music encyclopedia
http://www.wikidata.org/prop/direct/p9885	2	Bing entity ID	identifier for an entity on Microsoft Bing
http://www.wikidata.org/prop/direct/p9934	2	Zenodo communities ID	identifier for Communities created and curated by Zenodo users
http://www.wikidata.org/prop/direct/p9943	2	Hill Museum & Manuscript Library ID	identifier for the HMML Authority File (HAF) database
http://www.wikidata.org/prop/direct/p10068	1	SEEK company ID	unique identifier of a company on the Australian SEEK recruitment website
http://www.wikidata.org/prop/direct/p10069	1	Tabakalera ID	identifier for an authority in the catalogue of Tabakalera, contemporary culture centre in Donostia
http://www.wikidata.org/prop/direct/p10075	1	CREPČ institution ID	identifier for an institution in the Slovak bibliographic database Centrálny register evidencie publikačnej činnosti
http://www.wikidata.org/prop/direct/p10152	1	Rutube channel ID	identifier of a RUTUBE channel of a person or organisation (not to be confused with the name of the channel)
http://www.wikidata.org/prop/direct/p1030	1	light characteristic	description of a navigational light sequence or colour displayed on a nautical chart. Explicitly state white light (W)
http://www.wikidata.org/prop/direct/p10301	1	Lobby Register of the German Bundestag ID	identity code for an organisation or a person in the lobby transparency register of the German Bundestag
http://www.wikidata.org/prop/direct/p1048	1	NCL ID	identifier for authority control issued by the National Central Library in Taiwan
http://www.wikidata.org/prop/direct/p10856	1	National Archives of Australia entity ID	identifier for government agencies created by, and people and organizations associated with, the Commonwealth of Australia, allocated by the National Archives of Australia
http://www.wikidata.org/prop/direct/p10989	1	RailScot line or company ID	identifier for a historical railway line or company on the RailScot website
http://www.wikidata.org/prop/direct/p11079	1	Linktree ID	ID for a person (or rarely, organisation) on Linktree
http://www.wikidata.org/prop/direct/p11158	1	Dimitri and Aliki Perrotis Central Library ID	identifier for an authority in the catalogue of the Dimitris and Aliki Perrotis Central Library
http://www.wikidata.org/prop/direct/p11386	1	Listal ID	identifier for a person, a character, a creation or a place in the Listal database
http://www.wikidata.org/prop/direct/p11408	1	Pixiv Encyclopedia ID	identifier for an article on Pixiv Encyclopedia
http://www.wikidata.org/prop/direct/p1155	1	Scopus affiliation ID	identifier for an organisation in author affiliations per Scopus
http://www.wikidata.org/prop/direct/p11550	1	RISM siglum	siglum assigned by the Répertoire international des sources musicales to institutions worldwide (libraries, archives and private collections) that hold historical musical materials
http://www.wikidata.org/prop/direct/p11807	1	WGA work ID	identifier of an artwork on the Web Gallery of Art website
http://www.wikidata.org/prop/direct/p1184	1	Handle ID	Handle System identifier, which is a superset of the DOI
http://www.wikidata.org/prop/direct/p11971	1	NFDI4Culture ID	identifier for all NFDI4Culture resources on the NFDI4Culture Information Portal
http://www.wikidata.org/prop/direct/p12088	1	Open Library publisher ID	identifier for a publisher in OpenLibrary.org
http://www.wikidata.org/prop/direct/p12127	1	Art Platform Japan ID	identifier for an artwork, artist, or institution on Art Platform Japan
http://www.wikidata.org/prop/direct/p12137	1	Linked Open Data Comune Firenze ID	identifier for an entity in the Linked Open Data platform of the municipality of Florence (Italy)
http://www.wikidata.org/prop/direct/p12142	1	EIDR party ID	identifier for production and distribution companies related to films
http://www.wikidata.org/prop/direct/p12145	1	Cultural Heritage Online (Japan) institution ID	identifier for museums on Cultural Heritage Online
http://www.wikidata.org/prop/direct/p1220	1	Internet Broadway Database person ID	identifier for personnel or organizations on Broadway
http://www.wikidata.org/prop/direct/p1233	1	ISFDB author ID	identifier for a person in the Internet Speculative Fiction Database
http://www.wikidata.org/prop/direct/p12353	1	CRIS Unique Site Number	identifier in the New York State Cultural Resource Information System
http://www.wikidata.org/prop/direct/p12458	1	Parsifal cluster ID	identifier for a cluster related to a person or an organization in Parsifal, the collective catalogue of the Unione romana biblioteche ecclesiastiche (Union of Roman ecclesiastical libraries)
http://www.wikidata.org/prop/direct/p12494	1	NACSIS-CAT library ID	identifier for a library (or other organization) participating in the NACSIS-CAT union catalog
http://www.wikidata.org/prop/direct/p12613	1	HCERES organisation ID	identifier for an organisation on the website of High Council for the Evaluation of Research and Higher Education
http://www.wikidata.org/prop/direct/p12661	1	Asociation Espanola de Amigos de los Castillos ID	~8000 castles and medival towers in Spain
http://www.wikidata.org/prop/direct/p12754	1	Bildindex der Kunst und Architektur PID	persistent identifier for an artwork or a building in Bildindex
http://www.wikidata.org/prop/direct/p12823	1	Burgenwelt ID	identifier of the castle in the Burgenwelt database
http://www.wikidata.org/prop/direct/p12852	1	NooSFere publisher ID	ID for a publishing house in the NooSFere database
http://www.wikidata.org/prop/direct/p12855	1	BHMPI object ID	identifier of an object in the photographic archive of the BHMPI
http://www.wikidata.org/prop/direct/p12966	1	Mapcarta ID	identifier for a page on Mapcarta.com (place, region or point of interest)
http://www.wikidata.org/prop/direct/p1305	1	CTBUH Skyscraper Center building ID	identifier for a building as used on the CTBUH's www.skyscrapercenter.com
http://www.wikidata.org/prop/direct/p13205	1	Amsterdam Monumentenstad ID	identier for a building in the Amsterdam Monumentenstad database
http://www.wikidata.org/prop/direct/p13698	1	Historical picture postcards University of Osnabrück ID	identificator for persons and publishers of historical picture postcards (University of Osnabrück)
http://www.wikidata.org/prop/direct/p14128	1	French Trade Mark Number	identifier for a trade mark in France
http://www.wikidata.org/prop/direct/p1438	1	Jewish Encyclopedia ID (Russian)	Article ID in the Electronic Jewish Encyclopedia in Russian
http://www.wikidata.org/prop/direct/p1449	1	nickname	informal name (for a pseudonym use P742)
http://www.wikidata.org/prop/direct/p1584	1	Pleiades ID	identifier for a place in Pleiades hosted at pleiades.stoa.org
http://www.wikidata.org/prop/direct/p159	1	headquarters location	city or town where an organization's headquarters is or has been situated. Use P276 qualifier for specific building
http://www.wikidata.org/prop/direct/p1662	1	DOI prefix	identifier specific to a DOI registrant
http://www.wikidata.org/prop/direct/p1667	1	Getty Thesaurus of Geographic Names ID	identifier in the Getty Thesaurus of Geographic Names
http://www.wikidata.org/prop/direct/p1669	1	Cultural Objects Names Authority ID	identifier from the Getty Cultural Objects Name Authority
http://www.wikidata.org/prop/direct/p1769	1	denkXweb object ID	identifier in the online database for cultural heritage monuments in the German state of Hesse
http://www.wikidata.org/prop/direct/p1795	1	Smithsonian American Art Museum person/institution ID	identifier for a person or institution, in the Smithsonian American Art Museum: person/institution thesaurus
http://www.wikidata.org/prop/direct/p1814	1	name in kana	the reading of a Japanese name in kana
http://www.wikidata.org/prop/direct/p1936	1	Digital Atlas of the Roman Empire ID	Identifier of a Roman site, in the Digital Atlas of the Roman Empire
http://www.wikidata.org/prop/direct/p1958	1	Trismegistos Geo ID	identifier of an ancient place on trismegistos.org
http://www.wikidata.org/prop/direct/p1988	1	Le Delarge artist ID	identifier for an artist in the Delarge dictionary
http://www.wikidata.org/prop/direct/p2043	1	length	measured dimension of an object
http://www.wikidata.org/prop/direct/p2044	1	elevation above sea level	height of the item (geographical object) as measured relative to sea level
http://www.wikidata.org/prop/direct/p2124	1	member count	number of entities that are part of an organization at a particular time
http://www.wikidata.org/prop/direct/p2174	1	Museum of Modern Art artist ID	identifier assigned to an artist by the Museum of Modern Art
http://www.wikidata.org/prop/direct/p2283	1	uses	item or concept used by the subject or in the operation (see also instrument [P1303] and armament [P520])
http://www.wikidata.org/prop/direct/p2326	1	GNS Unique Feature ID	identifier for geographic entities according to the National Geospatial-Intelligence Agency's GEOnet Names Server
http://www.wikidata.org/prop/direct/p2382	1	Chemins de mémoire ID	is a digital initiative by the French government that provides an interactive and educational platform for exploring France’s historical memory.
http://www.wikidata.org/prop/direct/p2468	1	Theatricalia theatre ID	identifier for a theatre in the theatricalia.com database
http://www.wikidata.org/prop/direct/p2472	1	ACMA Radiocommunications Client Number	identifier of an organisation or person who holds a radiocommunications licence within Australia
http://www.wikidata.org/prop/direct/p2740	1	ResearchGate institute ID	identifier of an organization in ResearchGate
http://www.wikidata.org/prop/direct/p2750	1	Photographers' Identities Catalog ID	identifier used in Photographers' Identities Catalog
http://www.wikidata.org/prop/direct/p2923	1	focal height	height of the lamp of a lighthouse from water level
http://www.wikidata.org/prop/direct/p2929	1	lighthouse range	the distance at which the light can be seen. If the light has colors, there will be several ranges, one for each color. Use qualifier 
http://www.wikidata.org/prop/direct/p2942	1	Dailymotion channel ID	identifier of the Dailymotion channel of a person, or organization
http://www.wikidata.org/prop/direct/p2971	1	GCatholic church ID	ID of a church on GCatholic.org
http://www.wikidata.org/prop/direct/p2980	1	ARLHS lighthouse ID	identifier on the ARLHS World List of Lights
http://www.wikidata.org/prop/direct/p3008	1	Australian Heritage Database Place ID	identifier 
http://www.wikidata.org/prop/direct/p3021	1	Iranica ID	identifier of an article, on iranicaonline.org
http://www.wikidata.org/prop/direct/p3040	1	SoundCloud ID	identifier for a person, band, radio station, album, or other entity, on SoundCloud
http://www.wikidata.org/prop/direct/p3059	1	Architectuurgids building ID	unique identifier for a building in the Dutch architectuurgids.nl database
http://www.wikidata.org/prop/direct/p3220	1	KvK company ID	identifier of a company in the Dutch KvK Business Register
http://www.wikidata.org/prop/direct/p3241	1	Catholic Encyclopedia ID	page of an article on newadvent.org
http://www.wikidata.org/prop/direct/p3407	1	Klosterdatenbank ID	entry in the Germania Sacra Klosterdatenbank
http://www.wikidata.org/prop/direct/p3418	1	Google Play Store app ID	package name of an app registered on Google Play
http://www.wikidata.org/prop/direct/p3509	1	Dagens Nyheter topic ID	identifier for a topic, used by the Swedish daily newspaper Dagens Nyheter
http://www.wikidata.org/prop/direct/p3534	1	Australian Government Organisations Register ID	identifier of an Australian government organisation within the now discontinued Australian Government Organisations Register
http://www.wikidata.org/prop/direct/p3548	1	Australian Business Number	unique identifier for a business entity registered in Australia
http://www.wikidata.org/prop/direct/p3553	1	Zhihu topic ID	numeric id of topics (tags) of questions on Zhihu, a Chinese question-and-answer website
http://www.wikidata.org/prop/direct/p3562	1	Admiralty number	identifier of lighthouses by United Kingdom Hydrographic Office
http://www.wikidata.org/prop/direct/p3563	1	NGA lighthouse ID	identifier of a lighthouse in the USA's National Geospatial-Intelligence Agency database
http://www.wikidata.org/prop/direct/p3601	1	MarineTraffic Lighthouse ID	identifier of a lighthouse or light beacon in the MarineTraffic database
http://www.wikidata.org/prop/direct/p3638	1	Oorlogsmonument ID	identifier for a war memorial in the database maintained by the Dutch Nationaal Comité 4 en 5 mei
http://www.wikidata.org/prop/direct/p3761	1	IPv4 routing prefix	range of IPv4 addresses
http://www.wikidata.org/prop/direct/p3788	1	BNMM authority ID	authority control identifier used at the National Library of Argentina
http://www.wikidata.org/prop/direct/p3793	1	IPv6 routing prefix	range of IPv6 addresses
http://www.wikidata.org/prop/direct/p3861	1	App Store app ID	identifier for a mobile application in App Store
