phone_normalized,wdc_subject_count,sample_raw_values,sample_subjects
34913101584,7,+34 913 101 584,_:node1iff1n52vx4300889 | _:node1ifd0kjerx2324724 | _:node1ifd45j53x12222218
37052629426,7,+370 (5) 262 94 26 | +370 5262 9426,_:node1ifed7jjbx1324030 | _:node1iffscucsx11388915 | _:node1iffsrcinx3731095
380xxxxxxxxx,7,380 XXXXXXXXX,_:node1ifebr0cnx38809319 | _:node1ifed8c6ax5088578 | _:node1ife77d55x44512653
4969605098200,7,+49 69 - 605098-200,_:ne15841aca13a4e5ab23a7c37aa0036e5xb0 | _:n1cfafc2b86204e868bf39a4465e24025xb0 | _:n1fbed017dc38425a925ffe0e0b514de7xb0
ntt391497391496nnnt,7,"\n\t\t По вопросам заказа экскурсий, занятий или лекций обращайтесь по телефонам 39-14-97, 39-14-96.\nСтоимость услуг вы можете узнать в разделе Прейскурант.\nМузейные занятия\n\t",_:node1ife5bqlcx25675399 | _:node1ife8pibix3407788 | _:node1ife3r8gux28649580
0102705300,6,0102705300,_:nee72c59f72084a1fb4d1a6ed1b22757dxb0 | _:nb5322493ebeb4f07a150051a47285af7xb0 | _:nc412c7e5f11e4059ab41a8b0ca1e9d8bxb0
01223835000,6,01223 835000,_:node1iff9ihi2x22118619 | _:n46fe34eff03648d1bdb4c93a40a8c77axb1 | _:ne7af52ef3f2f48c2a2c0171216184890xb1
0473333154,6,0473333154,<https://ville-data.com/musee/Enval-63-63150#Musee-des-Sources-de-Saint-Myon-8> | <https://ville-data.com/musee/Manzat-63-63206#Musee-des-Sources-de-Saint-Myon-12> | <https://ville-data.com/musee/Marsat-63-63212#Musee-des-Sources-de-Saint-Myon-17>
0492589832678758883,6,0492589832;678758883,<https://ville-data.com/musee/Jarjayes-5-05068#Musee-du-Costume-et-des-metiers-d-antan-17> | <https://ville-data.com/musee/La-Freissinouse-5-05059#Musee-du-Costume-et-des-metiers-d-antan-4> | <https://ville-data.com/musee/Le-Noyer-5-05095#Musee-du-Costume-et-des-metiers-d-antan-14>
17136397300,6,+1 713-639-7300,_:node1iffb9jb3x4109034 | _:node1ifeeqkcax12174089 | _:node1ifekl083x9676241
310503122202,6,+ 31 (0)50 312 22 02,<https://museumaandea.nl/museumaandea.nl#identity> | <https://museumaandea.nl/collectie/museumaandea.nl#identity> | <https://museumaandea.nl/nieuws/museumaandea.nl#identity>
31205732911,6,+31 20 573 2911 | +31 20 5732 911,_:node1ifec7p6kx30851104 | _:node1ifdgf8btx14637206 | _:node1ifdgf8btx14637252
32022191980,6,+32 (0)2 219 19 80,_:node1ifenccmcx1037224 | _:node1ifenc6p4x1017902 | _:node1iffm9eefx8714684
32022212206,6,+32 (0)2 221 22 06,_:node1ifffo35ox1048151 | _:node1ifeh8ep6x10882677 | _:node1iffm95orx1004175
32043699976,6,+32 (0)4 369 99 76,_:node1ifeetri3x23214341 | _:node1ifekl4gox11227290 | _:node1ife2hs8rx3442188
32060412048,6,+32 (0)6 041 20 48,_:node1ifduaedcx10692698 | _:node1ife1b6ikx13396110 | _:node1iffclhu0x8552435
32064335738,6,+32 (0)6 433 57 38,_:node1ifed8601x23285389 | _:node1ife18bdix8325966 | _:node1ifd3s477x13416210
32069889140,6,+32 (0)6 988 91 40,_:node1ifelpsiqx5859144 | _:node1ifd0q3gqx18374147 | _:node1iffivck1x1007502
32084222103,6,+32 (0)8 422 21 03,_:node1ifelq2p2x3431987 | _:node1ifd32j30x16162977 | _:node1ifd0kemox23381896
32087774486,6,+32 (0)8 777 44 86,_:node1ifd3s8vcx13486451 | _:node1ifd4gr2ex10941376 | _:node1iffpt6rux1091915
33476725291,6,+33476725291,_:nd4d1762156cd4477ac2bb490f503f2f6xb0 | _:nd85df94ce85c4fd3a8b84ccae23b0f26xb0 | _:n2e1603f3e81c48659fd0152658469e40xb0
37068626243,6,+370 686 26243,_:node1ifdfupd4x6301942 | _:node1ifdsq01cx1174271 | _:node1iferln98x1261481
442077472885,6,+44 20 7747 2885  | +44 20 7747 2885,_:node1ife5casqx14186531 | _:node1ifd4cr6lx2821675 | _:node1iff9ijtax9006318
46xxxxxxxx,6,46 XXXXXXXX,_:node1ife7vpunx13861868 | _:node1ifed8ac0x18813989 | _:node1ifec7q4dx11204530
48126631307,6,(+48) 12 663 13 07,_:n28450da684cc4d5d9a3314306179aa00xb0 | _:n2ebc2709c6254537b35137b8c4b45b9cxb0 | _:n4038250495974857b0b456dcf05499bbxb0
4930266424242,6,49 30 266 42 42 42 | +49 30 266424242 | +49 30 266 42 42 42,_:node1ifenc7cnx56820 | _:node1ife7qssix31389577 | _:node1ife30p2hx50459531
5852632700,6,585-263-2700,_:n215e92f90c554d5988c3de94822da748xb0 | _:n5db8a7a91498472e8406c7730b652036xb0 | _:nb4e4cc7acb264aa3ae4086f2fdac2f8axb0
837330860,6,837330860 | 8 37 330860,_:node1ifed77imx13976324 | _:node1ifdtq5u1x1246701 | _:node1iffo40rvx13206772
972xxxxxxxx,6,972 XXXXXXXX,_:node1iff0qpudx8077002 | _:node1iff1n039x13258404 | _:node1iff0qohsx8170221
telephone972364454,6,Telephone : 972364454 | Telephone : 972 364 454 | Téléphone : 972 364 454,_:node1ifelr2fox21277897 | _:node1ifelqpjdx36117663 | _:node1ifernkapx11046689
010581416,5,010581416,_:nc89d31164d70459d9cdd7f709418de96xb0 | _:n9ab9839ab471419b8c1da8d698315431xb0 | _:ne2f1ce8f54be4de9ab78c7707c5e50e8xb0
01865252334,5,01865 252334 |  01865 252334,_:n4c93c5fb56af4f6aa1b360285b708335xb0 | _:n940399a37b3c4e358015baeca34d5febxb0 | _:node1ifd0kc4ax2227919
01952433424,5,01952 433424,_:nabe9e00fcb8043ab94e9379a9b809d90xb0 | _:nfed6d58a7c264e9a8b84a9d02e105996xb0 | _:n89a36c0491b94200a3f720a9649c3d98xb0
0387780530,5,0387780530,<https://ville-data.com/musee/Bienville-la-Petite-54-54074#MUSeE-DePARTEMENTAL-GEORGES-DE-LA-TOUR-11> | <https://ville-data.com/musee/Bienville-la-Petite-54-54074#Musee-Departemental-Georges-de-la-Tour-17> | <https://ville-data.com/musee/Bienville-la-Petite-54-54074#UN-DIMANCHE-AU-MUSeE--VISITE-COMMENTeE-13>
0473601693,5,0473601693,<https://ville-data.com/musee/Blanzat-63-63042#Musee-Archeologique-de-la-Bataille-de-Gergovie-19> | <https://ville-data.com/musee/Durtol-63-63141#Musee-Archeologique-de-la-Bataille-de-Gergovie-12> | <https://ville-data.com/musee/Gerzat-63-63164#Musee-Archeologique-de-la-Bataille-de-Gergovie-19>
0473837362,5,0473837362,<https://ville-data.com/musee/Chateaugay-63-63099#Musee-de-la-Batellerie-d-Allier-19> | <https://ville-data.com/musee/Gerzat-63-63164#Musee-de-la-Batellerie-d-Allier-10> | <https://ville-data.com/musee/Royat-63-63308#Musee-de-la-Batellerie-d-Allier-19>
0473867079659534181,5,0473867079||659534181,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Musee-du-jambon-4> | <https://ville-data.com/musee/Manzat-63-63206#Musee-du-jambon-0> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Musee-du-jambon-0>
12127089400,5,+1 212 708 9400,_:node1iff11pknx6617288 | _:node1ifernl2hx38723981 | _:node1ifd0kjmox2295039
31205200400,5,+31 20 520 0400,_:node1ifdgf8btx14637187 | _:node1ifdgf8btx14637233 | _:node1ifdgf8btx14637320
31205231822,5,+31 20 523 1822,_:node1ifdgf8btx14637169 | _:node1ifdgf8btx14637215 | _:node1ifdgf8btx14637261
31205232222,5,+31 20 52 32 222,_:node1ifdgf8btx14637203 | _:node1ifdgf8btx14637249 | _:node1ifdgf8btx14637444
31205308755,5,+31 20 530 8755,_:node1ifdgf8btx14637178 | _:node1ifdgf8btx14637224 | _:node1ifdgf8btx14637271
31205313233,5,+31 20531 32 33,_:node1ifdgf8btx14637190 | _:node1ifdgf8btx14637236 | _:node1ifdgf8btx14637339
31205567100,5,+31 20 556 7100,_:node1ifdgf8btx14637172 | _:node1ifdgf8btx14637218 | _:node1ifdgf8btx14637264
31205891400,5,+31 20 589 1400,_:node1ifdgf8btx14637175 | _:node1ifdgf8btx14637221 | _:node1ifdgf8btx14637267
31206386909,5,+31 20 638 69 09 ,_:node1ifdgf8btx14637193 | _:node1ifdgf8btx14637240 | _:node1ifdgf8btx14637363
31206868595,5,+31 20 686 8595,_:node1ifdgf8btx14637181 | _:node1ifdgf8btx14637227 | _:node1ifdgf8btx14637274
3157895151,5,(315) 789-5151,_:ne548ba3038434f9ca75ee88452e31226xb0 | _:nafe8d981de3843f8adad81808db5db2bxb0 | _:nd00e90cf2e564b5184f67d6771803749xb0
32026533456,5,+32 (0)2 653 34 56,_:node1ifflgildx1051103 | _:node1ifenccmcx4165375 | _:node1ifd3s477x30727810
32061224976,5,+32 (0)6 122 49 76,_:node1ifd7jtthx3491676 | _:node1ifehbqm4x11115800 | _:node1ifd3sebux13151270
32064282530,5,+32 (0)6 428 25 30,_:node1ifd2m99hx15846678 | _:node1ifebbp8ax28369498 | _:node1ifded7vkx1056949
32065612160,5,+32 (0)6 561 21 60,_:node1ife3r1t2x977502 | _:node1ife3r5pqx968513 | _:node1ifec7p6kx23532768
32071272971,5,+32 (0)7 127 29 71,_:node1iffma0erx8421441 | _:node1ifelpqu5x5927290 | _:node1ifdhe84nx3567431
32071880856,5,+32 (0)7 188 08 56,_:node1ifed8601x23600446 | _:node1ifdbnh6jx10732829 | _:node1ifd0kemox23381720
32087771418,5,+32 (0)8 777 14 18,_:node1ifd4q3rfx10830677 | _:node1ifd8teq4x1031545 | _:node1iffedh9hx3649415
3287560110,5,3287560110,_:node1ifenc6dqx995247 | _:node1ifdvb10ix10893013 | _:node1ifd0koqgx20710465
33565778960,5,+33565778960,_:nd7368d822e8045948ae1a316ade07f3axb0 | _:n87fa54b1e2824b43819ba2f28e219d8fxb0 | _:n5de4b71addb346dcb9eb8dcd0dc3bf6exb0
34918771750,5,+34918771750,_:n4135af1434984f6b9ec83103ad267b40xb0 | _:n93e0dde891d34a5490df9082200fb7c5xb0 | _:n7b5b67f8fed742eebadbb0cbb6ab53a5xb0
3495802792931,5,+34 958 02 79 29/31,_:n21ccb093bb8146fab32f9ba44050b87bxb0 | _:n15532326c978440b908f730a3f769180xb0 | _:na3bec677fd81462ebb12be46748e333dxb0
34958161278,5,+34 958 16 12 78,_:n834bdf1dd181474f8814b057d28ec857xb0 | _:n329259ab8ccb44c2a055971bd9b4d66axb0 | _:nec4d327dcc5b434d85dbc95a0d8028bbxb0
34958215120,5,+34 958 21 51 20,_:n032cead4b72940c8a3e903a0876b3148xb0 | _:n5da16e75a6a847efb489560e24d35882xb0 | _:n5c46a1b48a7e45ffa008c0c37f2555d8xb0
34958221445,5,+34 958 22 14 45,_:n7c7c492b216347f1a496a927ebed41c9xb0 | _:nafe1773beb6e4c08ba187de7189d401bxb0 | _:nea4346bd550848acb9aeb8a38458bf8axb0
34958227784,5,+34 958 22 77 84,_:ne002a800d41b4b8f9e361c0bfde992eaxb0 | _:nff580b15b64f4174bd91a3003c960559xb0 | _:n71beb9cb685e468c8269d4f958a36e36xb0
34958563508,5,+34 958 563 508,_:n72df969b6863429682ce0e0c7532a918xb0 | _:n68689412eb5e4b0588a01f4e1c26eb1bxb0 | _:nc29eefc2c6f347ad9ab50349968b92c8xb0
351213610850,5,+351 21 361 0850,_:node1ifdmhr87x4760677 | _:node1ifdmhr87x4760716 | _:node1ifdmhr87x4760755
351213912800,5,+351 21 391 2800,_:node1ifdmhr87x4760671 | _:node1ifdmhr87x4760710 | _:node1ifdmhr87x4760749
351217823000,5,+351 21 782 3000,_:node1ifdmhr87x4760653 | _:node1ifdmhr87x4760692 | _:node1ifdmhr87x4760731
351218100340,5,+351 21 810 0340,_:node1ifdmhr87x4760656 | _:node1ifdmhr87x4760695 | _:node1ifdmhr87x4760734
351218917002,5,+351 21 891 7002,_:node1ifdmhr87x4760674 | _:node1ifdmhr87x4760713 | _:node1ifdmhr87x4760752
37052394574,5,+370 (5) 239 45 74,_:node1ifec7lqjx6231385 | _:node1iffv14pmx1340044 | _:node1ifebf7f9x6242133
38xxxxxxxxxx,5,38 XXXXXXXXXX,_:node1ifdq82kpx6430383 | _:node1ifdq5qg9x4123798 | _:node1ifdq5vl3x4071912
38xxxxxxxxxxxxx,5,38 XXXXXXXXXXXXX,_:node1ifg95ptrx12440316 | _:node1ifdq5q41x6605078 | _:node1ifdmtdo5x16333381
442088584422,5,+44 20 8858 4422,_:node1ifefbk69x2439594 | _:node1iff1n1ibx10656295 | _:node1ife3r5s9x50488
494518090990,5,+49 451 8090990,_:n8ca8675a255a432983646683ca8db6aaxb0 | _:nb5fadcc66bb84ba2b7b1d9276cbdef4cxb0 | _:nfda1f20bb95741eb8114cb6cc88becfbxb0
841433680,5,841433680,_:node1ifelc4srx1254226 | _:node1iffto3nrx1256657 | _:node1ifdsq30fx3629916
861268709,5,861268709,_:node1ifd0kh7sx1226297 | _:node1ifed8c6ax1335322 | _:node1ifdmhr87x18295522
868771494,5,868771494,_:node1ifelc4srx1252974 | _:node1ifec7iq7x8692587 | _:node1ifdsginqx3541036
926321111,5,926 321 111,_:node1ifg57sc4x1607572 | _:node1ifg62jknx11361361 | _:node1ifgba0k2x1642106
97226708811,5,+972 26 708 811,_:node1ifd2m3ndx7839139 | _:node1iffc0mocx1594567 | _:node1ifed77ahx12300447
ntttttttttttttt4358792254ttttttttttttt,5,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 879-2254\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512461 | _:node1ifdbjul8x30848380 | _:node1ifdq5g92x700426
010255509,4,010255509,_:naa076e17ee674e5f867d5fe740b5a9b6xb0 | _:nc3e0cde981434289815f3704977d7d4fxb0 | _:n390df10f429e41a9897fd86859db299fxb0
01069810480106984045,4,010/6981048; 010/6984045,_:n819a7bac2a6241f8809706cf640e4e79xb0 | _:nac823a318bd04fd6a15a87c2bc57400cxb0 | _:n44d0ba83459242019c6bfcc74e02eb00xb0
01142782600,4,01142 782600 | 0114 278 2600,_:n0c3c28d195ef4409b4b28238710e6b12xb0 | _:na943a06404554392bc60ace1372f418cxb0 | _:ndd6bac66506f4a91a87e5462eb8c940cxb0
02079406300,4,020 7940 6300,_:node1ife2l669x55317 | _:n279cd4c87810469eb10fca21442bce02xb1 | _:nd0ff2e20ce7846a7b676d2c3331dacf1xb1
0473522379,4,0473522379,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Musee-de-l-ecole-d-antan-12> | <https://ville-data.com/musee/Manzat-63-63206#Musee-de-l-ecole-d-antan-19> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Musee-de-l-ecole-d-antan-8>
0473799252,4,0473799252,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Musee-Retour-sur-le-Passe-5> | <https://ville-data.com/musee/Manzat-63-63206#Musee-Retour-sur-le-Passe-18> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Musee-Retour-sur-le-Passe-1>
0473858208,4,0473858208,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Musee-de-la-Resistance--Francois-Charles-Maestracci-10> | <https://ville-data.com/musee/Manzat-63-63206#Musee-de-la-Resistance--Francois-Charles-Maestracci-3> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Musee-de-la-Resistance--Francois-Charles-Maestracci-3>
0473887339784271349,4,0473887339;784271349,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Chateau-Dauphin-1> | <https://ville-data.com/musee/Manzat-63-63206#Chateau-Dauphin-14> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Chateau-Dauphin-5>
0476300502625275303,4,0476300502;625275303,<https://ville-data.com/musee/Le-Noyer-5-05095#Distillerie-La-Salettina-3> | <https://ville-data.com/musee/Saint-Bonnet-en-Champsaur-5-05132#Distillerie-La-Salettina-11> | <https://ville-data.com/musee/Saint-Michel-de-Chaillol-5-05153#Distillerie-La-Salettina-18>
0476348828,4,0476348828,<https://ville-data.com/musee/Le-Noyer-5-05095#Exposition-temporaire-Paysages-en-Trieves-la-nature-et-les-hommes-au-musee-du-Trieves-17> | <https://ville-data.com/musee/Le-Noyer-5-05095#Musee-du-Trieves-16> | <https://ville-data.com/musee/Saint-etienne-en-Devoluy-5-05139#Exposition-temporaire-Paysages-en-Trieves-la-nature-et-les-hommes-au-musee-du-Trieves-8>
0492510158,4,0492510158,<https://ville-data.com/musee/La-Freissinouse-5-05059#Musee-Departemental-des-Hautes-Alpes-19> | <https://ville-data.com/musee/Sigoyer-5-05168#Musee-Departemental-des-Hautes-Alpes-18> | <https://ville-data.com/musee/hautes-alpes-5-5D#Musee-Departemental-des-Hautes-Alpes-2>
0671200029,4,0671200029,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Guards-House--Uniformes-de-parade-de-la-garde-royale-britannique-actuelle-9> | <https://ville-data.com/musee/Manzat-63-63206#Guards-House--Uniformes-de-parade-de-la-garde-royale-britannique-actuelle-2> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Guards-House--Uniformes-de-parade-de-la-garde-royale-britannique-actuelle-2>
0684541446,4,0684541446,<https://ville-data.com/musee/Chapdes-Beaufort-63-63085#Musee-des-Mines-d-Argent-0> | <https://ville-data.com/musee/Manzat-63-63206#Musee-des-Mines-d-Argent-13> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Musee-des-Mines-d-Argent-4>
0714013047,4,071 4013047 | 071-4013047,_:nc138700fce4a47ea8526d9e791880e53xb0 | _:node1ife8icrbx27017864 | _:node1ife8icrbx27017904
081440438,4,081 440438,_:n38d6a523e68c4134bd04675b45a7ac87xb0 | _:ne23cf04fe00341c79479a21c07db87c1xb0 | _:nfade19f85cf84477a0b6654e6db5deb3xb0
12125357710,4,+1 212 535 7710,_:node1iff29tbdx31413232 | _:node1iffv12ifx2384135 | _:node1ifeg9fjkx2380746
17186385000,4,+1-718-638-5000 | +17186385000,_:nc8292ee1e19f4b8ab171835dd7ed8b2axb0 | _:n7cdc3169f0ad438697bcd07a8e2b933dxb0 | _:n11f196d1b7e14e88987fccf9fea8a62axb0
18167511278,4,+1 816 751 1278,_:node1ifd0kbnlx12754792 | _:node1iff1n3hkx19072669 | _:node1ifenc6gjx2423385
310235310823,4,+31 (0)23-5310823,_:node1ifd2m99hx24005022 | _:node1ife1bd8gx1723561 | _:node1ife5buqmx19448708
310341250560,4,+31(0)341 250 560,_:node1ife8icrbx27016715 | _:node1ife8icrbx27016739 | _:node1ifenca12x17043102
310402049841,4,+31(0)40 204 98 41 | +31 (0)40 204 98 41,_:node1ife8icrbx27016695 | _:node1ife8icrbx27016753 | _:node1ifenca12x17043082
32042379050,4,+32 (0)4 237 90 50,_:node1iffc10i0x10848294 | _:node1ifelqaqex8460391 | _:node1ifd2lvtgx15706569
32043426563,4,+32 (0)4 342 65 63,_:node1ifelq318x3528815 | _:node1ifd4pruex25593845 | _:node1ifd0kemox23381863
32060730169,4,+32 (0)6 073 01 69,_:node1iffkpeu1x3568023 | _:node1ifd4r8bax28125845 | _:node1ifdtq23ox15711163
32061550055,4,+32 (0)6 155 00 55,_:node1ifd3s5i6x13605584 | _:node1ife2hs8rx3574626 | _:node1ifdru3qjx18343188
32065405325,4,+32 (0)6 540 53 25,_:node1iffm9ap3x1039533 | _:node1ifdhe2mox3558705 | _:node1ifd0kp0tx35886563
32071880980,4,+32 (0)7 188 09 80,_:node1ife0g0nkx8360840 | _:node1ifebbp8ax38609173 | _:node1ifgj7cf6x4164114
32081462007,4,+32 (0)8 146 20 07,_:node1ifenc9v3x1008929 | _:node1ifd4cr6lx11641332 | _:node1ifd7qpudx29109242
32086212033,4,+32 (0)8 621 20 33,_:node1ife06jt3x9061354 | _:node1ifenc9v3x1037554 | _:node1ife4g0b3x990389
32087850903,4,+32 (0)8 785 09 03,_:node1ifgj76ecx3859146 | _:node1iffl7iqax1120173 | _:node1iffedhimx13410697
3232070808,4,+3232070808,_:nafee48cf855c4b2780bf9a43cbcc14bexb0 | _:nf423dff4808542d1960087565142f712xb0 | _:n7c0dda4d46f34a6a97395c9f4a291cebxb0
33237216572,4,+33 2 37 21 65 72,_:n4ec4563aca504cbe848b55a157d5323dxb0 | _:ncabe8f2053a74cb482bf73949a06a0ecxb0 | _:n20825cd79f8f401f98161906e7940952xb0
33475524515,4,+33475524515,_:n5ecc90887b5041e494f23e3af9144b9exb0 | _:n7b150102d9254aa2a4792084b9ccf8d6xb0 | _:n95d8e52c1f9d4a669e792b1762ecf62exb0
34958222257,4,+34 958 22 22 57,_:nbae31dcefbc54b90b1c21174695076e2xb0 | _:n0e0d9d81f9734d68913d5be1e2b48fb8xb0 | _:nfcd6f3aaeb0a45cc8a149f98ea462172xb0
34958225368,4,+34 958 22 53 68,_:n3f9456f14d5a49a195bec8ac9f9fe10cxb0 | _:na4b9c27231fc48719ccc81f5a990f1e7xb0 | _:n38921bee64d44756aaed6d9df3f1fa6axb0
351227812724,4,(+351) 227 812 724,_:naa8eade9b015429dbb3b2b0d16afe4c6xb0 | _:nd860bdb37c0048b58adc8da735b7c39dxb0 | _:n7cc42ec1a7e24e118463916b3fa43768xb0
37031965605,4,+370 319  65 605,_:node1ifeffe11x8461832 | _:node1ifd6t2mbx1340329 | _:node1iffvo6chx3700012
3703475133037034753685,4,"+370 347 51330, +370 347 53685 ",_:node1iffm97t4x8808242 | _:node1ifd3s5i6x6334150 | _:node1ife3r63lx28168479
37067513372,4,+370 675 133 72,_:node1ifekjgkrx31270296 | _:node1ifec3t51x18870608 | _:node1ifebbkqrx3720170
38653723180,4,+386 5 37 23 180 | 386 5 37 23 180,_:node1ife8icrbx12718231 | _:node1iffuaf64x12391800 | _:node1ifenccslx5109810
4596261900,4,+45 96 26 19 00,_:nb969493dcca6412ca0b3a353a42468d0xb0 | _:nb969493dcca6412ca0b3a353a42468d0xb2 | _:nb969493dcca6412ca0b3a353a42468d0xb4
5148683000,4,514 868-3000 | (514) 868-3000,_:ncb0f5cc513e34e6aaa115f704fb16dbdxb0 | _:n38a8e30652ee4a6997a303212a54c0daxb0 | _:n8d7168eafee94dc28d981face8479218xb0
78124481593,4,+7 (812) 448 15 93,_:nfa9f0960b72346f7a70632e2ed15408bxb0 | _:node1ife3r63lx18796627 | _:n2a82597a6956495c903a325a0a37cf51xb0
837320765,4,(8 ~ 37) 32 07 65,_:node1ifec7ijmx3911743 | _:node1iffvo6chx6242542 | _:node1ife4ggo5x15762103
994125056001,4,(+99412) 505-60-01,_:node1iff0r15cx23263332 | _:node1iff0qnh9x5911668 | _:node1ifekm4rlx26487779
lankytojams37065961497edukacija37065921932paslaugos37069837299,4,"Lankytojams +370 659 61 497, edukacija +370 659 21 932, paslaugos +370 698 37 299 ",_:node1ifernjb9x29515797 | _:node1ifdgoe30x1228127 | _:node1ifefhh10x53039397
ntttttttttttttt4355743466ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 574-3466\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512455 | _:node1ifdbjul8x30848374 | _:node1ifdq5g92x700419
ntttttttttttttt4356287274ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 628-7274\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512454 | _:node1ifdbjul8x30848373 | _:node1ifdq5g92x700418
ntttttttttttttt4356353245ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 635-3245\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512457 | _:node1ifdbjul8x30848376 | _:node1ifdq5g92x700421
ntttttttttttttt4356357153ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 635-7153\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512456 | _:node1ifdbjul8x30848375 | _:node1ifdq5g92x700420
ntttttttttttttt4356560033ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 656-0033\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512460 | _:node1ifdbjul8x30848379 | _:node1ifdq5g92x700425
ntttttttttttttt4356690655ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 669-0655\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512464 | _:node1ifdbjul8x30848383 | _:node1ifdq5g92x700429
ntttttttttttttt4357720146ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 772-0146\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512465 | _:node1ifdbjul8x30848384 | _:node1ifdq5g92x700430
ntttttttttttttt4357720665ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 772-0665\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512458 | _:node1ifdbjul8x30848377 | _:node1ifdq5g92x700422
ntttttttttttttt4359864000ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 986-4000\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512462 | _:node1ifdbjul8x30848381 | _:node1ifdq5g92x700427
ntttttttttttttt4359864228ttttttttttttt,4,\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t(435) 986-4228\t\t\t\t\t\t\t\t\t\t\t\t\t,_:node1ifefavmvx29512463 | _:node1ifdbjul8x30848382 | _:node1ifdq5g92x700428
00310591393400,3,0031 (0)591-393400,_:n4db82c6f30844dd68140ea5c22576aeaxb0 | _:nbe218426c6864766832bc00b6c6cb97cxb0 | _:n191067b782b8405b8c26f1bbfb040574xb0
0102705236,3,010 2705236,_:nc211bdf14ca34fd1ba98aaf9fc0a5693xb0 | _:n1776338fdce2489dae018bed29e904c5xb0 | _:n284c7efcc4d14628908eb3895b103c23xb0
0104401200,3,010-4401200 | 010 4401200,_:n771d91f1c7214cda97d854d9bec391c5xb0 | _:n45dfc4d20ee24515bf4705b1280fbae3xb0 | _:n41dad3c877774965a46e5bbe25b9b7d4xb0
01133785350,3,0113 3785350 | 0113 378 5350,_:na80d07bc566b43e0af993e1b34f45af7xb0 | _:nab346a07ff1b40549526db1dcdba470dxb0 | <https://www.creativetourist.com/venue/leeds-art-gallery/#venue>
0114433501,3,0114433501,_:n068161221ea840d59a10977759354d92xb0 | _:necc58e410fa8473dae937767d6a16844xb0 | _:n7eeff9551af74036800da79118002ef1xb0
01159520555,3,0115 952 0555,_:node1ife7r1l3x5938267 | _:node1ifd3saibx13273277 | _:node1ifdtq575x3489404
0118501744,3,0118   501744,_:n49450757c1d249af8bc7c2e1a430a261xb0 | _:n6c3ba0ae03a248ffb2a1bbd7e4b88dcdxb0 | _:ndf79b88bb3b44501a188c8c32f4c60edxb0
012412500,3,01 24 12 500,_:node1ifebbp8ax10067787 | _:node1iff0qnbtx19844772 | _:node1ifdfuepfx13541413
013036xxxx,3,013036XXXX,_:n4820a07c4f1444c0959926e3dafab49exb0 | _:nad76c19ab3264ed989741e729ba69b74xb0 | _:na078b94fe94f48b2bf32c09eb52084c7xb0
01514784199,3,01514 784199 | 0151 478 4199,_:n2d52b1c6e6e1456c86e1e9e6cc47747dxb0 | _:n584432dc319446d08b30ebbf336e0ce8xb0 | <https://www.creativetourist.com/venue/walker-art-gallery/#venue>
01514784499,3,0151 478 4499,_:node1ifd0kipmx2240588 | _:n26c6b77c3a884179a2c191052e9865e6xb0 | _:n7fd56f3a58eb4e49a0d3b707fef6b838xb0
