eidr_normalized,wdc_count,wikidata_count,pairs_count,is_problematic,sample_wdc_value
105240/d03a454c7a557fb1b4ea8,1,1,1,0,10.5240/D03A-454C-7A55-7FB1-B4EA-8
105240/cfffcac8e7a50c4d99301,1,1,1,0,10.5240/CFFF-CAC8-E7A5-0C4D-9930-1
105240/cfff096448d0ca0202c9u,1,1,1,0,10.5240/CFFF-0964-48D0-CA02-02C9-U
105240/cfc2b507ce22b3d4f32f2,1,1,1,0,10.5240/CFC2-B507-CE22-B3D4-F32F-2
105240/cfa466e69e976b262449x,1,1,1,0,10.5240/CFA4-66E6-9E97-6B26-2449-X
105240/cf531525f918ebf52706p,1,1,1,0,10.5240/CF53-1525-F918-EBF5-2706-P
105240/cf46e8cd0f916771b1a4n,1,1,1,0,10.5240/CF46-E8CD-0F91-6771-B1A4-N
105240/ce296de4a4d0b6654eb83,1,1,1,0,10.5240/CE29-6DE4-A4D0-B665-4EB8-3
105240/ce20cf77a2a2190f078em,1,1,1,0,10.5240/CE20-CF77-A2A2-190F-078E-M
105240/cdf602a7b764c12d21cd8,1,1,1,0,10.5240/CDF6-02A7-B764-C12D-21CD-8
105240/cdb38aa096216e76b9c0v,1,1,1,0,10.5240/CDB3-8AA0-9621-6E76-B9C0-V
105240/ccd675d504e6033861367,1,1,1,0,10.5240/CCD6-75D5-04E6-0338-6136-7
105240/ccc0301dc2cfa3c1764ef,1,1,1,0,10.5240/CCC0-301D-C2CF-A3C1-764E-F
105240/cca5397fe5d72a87b955w,1,1,1,0,10.5240/CCA5-397F-E5D7-2A87-B955-W
105240/cc9656157c222d952ca4t,1,1,1,0,10.5240/CC96-5615-7C22-2D95-2CA4-T
105240/cc93efbd236f39a5fa6bn,1,1,1,0,10.5240/CC93-EFBD-236F-39A5-FA6B-N
105240/cc1f6fcb72005550649br,1,1,1,0,10.5240/CC1F-6FCB-7200-5550-649B-R
105240/cbc0e4ec81f2b654a92ch,1,1,1,0,10.5240/CBC0-E4EC-81F2-B654-A92C-H
105240/cbad03f016272966053bg,1,1,1,0,10.5240/CBAD-03F0-1627-2966-053B-G
105240/cb7c3eca9bb048b494a1e,1,1,1,0,10.5240/CB7C-3ECA-9BB0-48B4-94A1-E
105240/cb2c3b6abf567637c8d70,1,1,1,0,10.5240/CB2C-3B6A-BF56-7637-C8D7-0
105240/cb0dd19774a1c8db9312j,1,1,1,0,10.5240/CB0D-D197-74A1-C8DB-9312-J
105240/caa262ba1e47fb04378bs,1,1,1,0,10.5240/CAA2-62BA-1E47-FB04-378B-S
105240/ca860b2fd4f6447f498fp,1,1,1,0,10.5240/CA86-0B2F-D4F6-447F-498F-P
105240/ca7df91043a3cddc07111,1,1,1,0,10.5240/CA7D-F910-43A3-CDDC-0711-1
105240/ca18e8faf71330d946340,1,1,1,0,10.5240/CA18-E8FA-F713-30D9-4634-0
105240/c9968991b623047c98eek,1,1,1,0,10.5240/C996-8991-B623-047C-98EE-K
105240/c974a90127c17a3f32cfv,1,1,1,0,10.5240/C974-A901-27C1-7A3F-32CF-V
105240/c939a5497c719093d5de4,1,1,1,0,10.5240/C939-A549-7C71-9093-D5DE-4
105240/c909ee5db5b5059b3a9b1,1,1,1,0,10.5240/C909-EE5D-B5B5-059B-3A9B-1
105240/c7cdd50fa920d5c34f02j,1,1,1,0,10.5240/C7CD-D50F-A920-D5C3-4F02-J
105240/c7a09136a55fda23f633u,1,1,1,0,10.5240/C7A0-9136-A55F-DA23-F633-U
105240/c78019bd7218be55cae6e,1,1,1,0,10.5240/C780-19BD-7218-BE55-CAE6-E
105240/c772ea42f59784909f69q,1,1,1,0,10.5240/C772-EA42-F597-8490-9F69-Q
105240/c73a9cf9ee370ea8a6ddp,1,1,1,0,10.5240/C73A-9CF9-EE37-0EA8-A6DD-P
105240/c7331656f5e277e15738k,1,1,1,0,10.5240/C733-1656-F5E2-77E1-5738-K
105240/c72fe9166b902f5f5c55g,1,1,1,0,10.5240/C72F-E916-6B90-2F5F-5C55-G
105240/c722260b84503b3d57f77,1,1,1,0,10.5240/C722-260B-8450-3B3D-57F7-7
105240/c6fef4a27af921daa164j,1,1,1,0,10.5240/C6FE-F4A2-7AF9-21DA-A164-J
105240/c6aa3189ba23485d5928x,1,1,1,0,10.5240/C6AA-3189-BA23-485D-5928-X
105240/c68d15821057f2522edbq,1,1,1,0,10.5240/C68D-1582-1057-F252-2EDB-Q
105240/c668cd01c1d854e2d6b6y,1,1,1,0,10.5240/C668-CD01-C1D8-54E2-D6B6-Y
105240/c65362f7551b0a167849t,1,1,1,0,10.5240/C653-62F7-551B-0A16-7849-T
105240/c607c1a503a1e484d142k,1,1,1,0,10.5240/C607-C1A5-03A1-E484-D142-K
105240/c5d89573169ff05324fca,1,1,1,0,10.5240/C5D8-9573-169F-F053-24FC-A
105240/c579e81ffe876ff036386,1,1,1,0,10.5240/C579-E81F-FE87-6FF0-3638-6
105240/c5423f4848fe2199a5f0b,1,1,1,0,10.5240/C542-3F48-48FE-2199-A5F0-B
105240/c4f3817e619ca61dc43b9,1,1,1,0,10.5240/C4F3-817E-619C-A61D-C43B-9
105240/c4eded8ee217f82c7887f,1,1,1,0,10.5240/C4ED-ED8E-E217-F82C-7887-F
105240/c4d6a77fc40977b42c199,1,1,1,0,10.5240/C4D6-A77F-C409-77B4-2C19-9
105240/c47752700276ae4a9939b,1,1,1,0,10.5240/C477-5270-0276-AE4A-9939-B
105240/c45a6f77b6b5e702ccdcw,1,1,1,0,10.5240/C45A-6F77-B6B5-E702-CCDC-W
105240/c42a614910580c693830m,1,1,1,0,10.5240/C42A-6149-1058-0C69-3830-M
105240/c41f446e9d46b4865b04d,1,1,1,0,10.5240/C41F-446E-9D46-B486-5B04-D
105240/c362bf5601b0bc0c2bbfm,1,1,1,0,10.5240/C362-BF56-01B0-BC0C-2BBF-M
105240/c34e8354b09b77dc5c38r,1,1,1,0,10.5240/C34E-8354-B09B-77DC-5C38-R
105240/c2fdefc6a765ca813a53m,1,1,1,0,10.5240/C2FD-EFC6-A765-CA81-3A53-M
105240/c2fbe3fb56da3ab8790a2,1,1,1,0,10.5240/C2FB-E3FB-56DA-3AB8-790A-2
105240/c264ec88afa12ec29b28z,1,1,1,0,10.5240/C264-EC88-AFA1-2EC2-9B28-Z
105240/c26060f2e7d7c89b71ab2,1,1,1,0,10.5240/C260-60F2-E7D7-C89B-71AB-2
105240/c23b951ce12c23e121ab1,1,1,1,0,10.5240/C23B-951C-E12C-23E1-21AB-1
105240/c2327b28d4e68f0a3257n,1,1,1,0,10.5240/C232-7B28-D4E6-8F0A-3257-N
105240/c213096d8a4749aba1aaz,1,1,1,0,10.5240/C213-096D-8A47-49AB-A1AA-Z
105240/c1d606e9d14d91acc7817,1,1,1,0,10.5240/C1D6-06E9-D14D-91AC-C781-7
105240/c1abe78f3f6238d23b57i,1,1,1,0,10.5240/C1AB-E78F-3F62-38D2-3B57-I
105240/c1a47bc44b3dc383f702a,1,1,1,0,10.5240/C1A4-7BC4-4B3D-C383-F702-A
105240/c19b2f88db6be1f88539z,1,1,1,0,10.5240/C19B-2F88-DB6B-E1F8-8539-Z
105240/c0ff8e6e0141361fb3702,1,1,1,0,10.5240/C0FF-8E6E-0141-361F-B370-2
105240/c0cb9459f26109abfa65h,1,1,1,0,10.5240/C0CB-9459-F261-09AB-FA65-H
105240/c0be49b6c52761fa3feek,1,1,1,0,10.5240/C0BE-49B6-C527-61FA-3FEE-K
105240/c0ba32790de966f6bba4o,1,1,1,0,10.5240/C0BA-3279-0DE9-66F6-BBA4-O
105240/c0ae57dd6513228c9329e,1,1,1,0,10.5240/C0AE-57DD-6513-228C-9329-E
105240/c095220f2097353a5378e,1,1,1,0,10.5240/C095-220F-2097-353A-5378-E
105240/bffff97bc8486feeeda7u,1,1,1,0,10.5240/BFFF-F97B-C848-6FEE-EDA7-U
105240/bff70a349d15f576e999c,1,1,1,0,10.5240/BFF7-0A34-9D15-F576-E999-C
105240/bfebcde24ace358d5f04j,1,1,1,0,10.5240/BFEB-CDE2-4ACE-358D-5F04-J
105240/bfb83e5f8abfa5f62cd99,1,1,1,0,10.5240/BFB8-3E5F-8ABF-A5F6-2CD9-9
105240/bfa52cb8e72710a98d940,1,1,1,0,10.5240/BFA5-2CB8-E727-10A9-8D94-0
105240/bf132205d70908e3adeax,1,1,1,0,10.5240/BF13-2205-D709-08E3-ADEA-X
105240/beb7c8f3037a80180afci,1,1,1,0,10.5240/BEB7-C8F3-037A-8018-0AFC-I
105240/bea766730f08c68f01dcu,1,1,1,0,10.5240/BEA7-6673-0F08-C68F-01DC-U
105240/be644397550f2729c65eh,1,1,1,0,10.5240/BE64-4397-550F-2729-C65E-H
105240/be58a770b88f905bf699l,1,1,1,0,10.5240/BE58-A770-B88F-905B-F699-L
105240/bdd651cf08e3341cc8ed7,1,1,1,0,10.5240/BDD6-51CF-08E3-341C-C8ED-7
105240/bd900e33cd1058ed3f146,1,1,1,0,10.5240/BD90-0E33-CD10-58ED-3F14-6
105240/bd1e9f24e4113f8f6d171,1,1,1,0,10.5240/BD1E-9F24-E411-3F8F-6D17-1
105240/bcf1fb60df97ec2cce775,1,1,1,0,10.5240/BCF1-FB60-DF97-EC2C-CE77-5
105240/bcef97343752dbd48c65b,1,1,1,0,10.5240/BCEF-9734-3752-DBD4-8C65-B
105240/bb8a5ba024df9a688496r,1,1,1,0,10.5240/BB8A-5BA0-24DF-9A68-8496-R
105240/bb6c76154c339f88b0ac2,1,1,1,0,10.5240/BB6C-7615-4C33-9F88-B0AC-2
105240/bb1209c65fb87ee673d4g,1,1,1,0,10.5240/BB12-09C6-5FB8-7EE6-73D4-G
105240/babd961b42500e589f8ar,1,1,1,0,10.5240/BABD-961B-4250-0E58-9F8A-R
105240/baa75e26f9313a64d8982,1,1,1,0,10.5240/BAA7-5E26-F931-3A64-D898-2
105240/ba8adc24eb988eceb051e,1,1,1,0,10.5240/BA8A-DC24-EB98-8ECE-B051-E
105240/ba070878f969c8bf5e3a8,1,1,1,0,10.5240/BA07-0878-F969-C8BF-5E3A-8
105240/b9538c997f10e827d284l,1,1,1,0,10.5240/B953-8C99-7F10-E827-D284-L
105240/b90a58facd25ce44c71bl,1,1,1,0,10.5240/B90A-58FA-CD25-CE44-C71B-L
105240/b8e5cda0a30bf87d9de8a,1,1,1,0,10.5240/B8E5-CDA0-A30B-F87D-9DE8-A
105240/b88de9252c19fde25226b,1,1,1,0,10.5240/B88D-E925-2C19-FDE2-5226-B
105240/b8846da7bfd628f4c749z,1,1,1,0,10.5240/B884-6DA7-BFD6-28F4-C749-Z
105240/b7bc5888848db2ae715e0,1,1,1,0,10.5240/B7BC-5888-848D-B2AE-715E-0
105240/b7b659658e723ab42554s,1,1,1,0,10.5240/B7B6-5965-8E72-3AB4-2554-S
105240/b7a5c8ba1af2e8fd384ed,1,1,1,0,10.5240/B7A5-C8BA-1AF2-E8FD-384E-D
105240/b784ae595c5890b3e0abp,1,1,1,0,10.5240/B784-AE59-5C58-90B3-E0AB-P
105240/b701821d2c2fac33790fp,1,1,1,0,10.5240/B701-821D-2C2F-AC33-790F-P
105240/b6d8a2fd04e40fd09339z,1,1,1,0,10.5240/B6D8-A2FD-04E4-0FD0-9339-Z
105240/b67a9b8dc553e822e745r,1,1,1,0,10.5240/B67A-9B8D-C553-E822-E745-R
105240/b657487356176ffc8a20b,1,1,1,0,10.5240/B657-4873-5617-6FFC-8A20-B
105240/b636c759e8dc667a0f48z,1,1,1,0,10.5240/B636-C759-E8DC-667A-0F48-Z
105240/b5d2f2a10395af93a460h,1,1,1,0,10.5240/B5D2-F2A1-0395-AF93-A460-H
105240/b42d85ac10bd5c7e98ad0,1,1,1,0,10.5240/B42D-85AC-10BD-5C7E-98AD-0
105240/b4239d1f5978ea863c42a,1,1,1,0,10.5240/B423-9D1F-5978-EA86-3C42-A
105240/b417c36865693ebb29c0z,1,1,1,0,10.5240/B417-C368-6569-3EBB-29C0-Z
105240/b3fe640c6c467eef8ec3j,1,1,1,0,10.5240/B3FE-640C-6C46-7EEF-8EC3-J
105240/b3e3ef49043226e1d310j,1,1,1,0,10.5240/B3E3-EF49-0432-26E1-D310-J
105240/b3320198dd7f5ac13547e,1,1,1,0,10.5240/B332-0198-DD7F-5AC1-3547-E
105240/b2fe196c7f943df1f062l,1,1,1,0,10.5240/B2FE-196C-7F94-3DF1-F062-L
105240/b2c56e36cdd3b6290138u,1,1,1,0,10.5240/B2C5-6E36-CDD3-B629-0138-U
105240/b2269dbcff32b7467ab5f,1,1,1,0,10.5240/B226-9DBC-FF32-B746-7AB5-F
105240/b1f3e2a5f456336150b8z,1,1,1,0,10.5240/B1F3-E2A5-F456-3361-50B8-Z
105240/b1e8a7be5c93956938e3v,1,1,1,0,10.5240/B1E8-A7BE-5C93-9569-38E3-V
105240/b1b70d2aa7867867333ce,1,1,1,0,10.5240/B1B7-0D2A-A786-7867-333C-E
105240/b1a9166596850c9788c9b,1,1,1,0,10.5240/B1A9-1665-9685-0C97-88C9-B
105240/b0bf7eae40b381b3c140d,1,1,1,0,10.5240/B0BF-7EAE-40B3-81B3-C140-D
105240/b0afc0cf5d03729f4707v,1,1,1,0,10.5240/B0AF-C0CF-5D03-729F-4707-V
105240/b0afbe16d83f003314b9u,1,1,1,0,10.5240/B0AF-BE16-D83F-0033-14B9-U
105240/b0877354eda51406ec2ez,1,1,1,0,10.5240/B087-7354-EDA5-1406-EC2E-Z
105240/b07f77968d55750dab673,1,1,1,0,10.5240/B07F-7796-8D55-750D-AB67-3
105240/b04ff9030e9c6d93173ei,1,1,1,0,10.5240/B04F-F903-0E9C-6D93-173E-I
105240/b032f9d19ac75fe6cddfk,1,1,1,0,10.5240/B032-F9D1-9AC7-5FE6-CDDF-K
105240/b032798cac22cfa38ffd4,1,1,1,0,10.5240/B032-798C-AC22-CFA3-8FFD-4
105240/b02890903df1c35992228,1,1,1,0,10.5240/B028-9090-3DF1-C359-9222-8
105240/b00698cf2b4c873af737g,1,1,1,0,10.5240/B006-98CF-2B4C-873A-F737-G
105240/afe67ccf84475e8e155ak,1,1,1,0,10.5240/AFE6-7CCF-8447-5E8E-155A-K
105240/afa421d9c411dafeabfcu,1,1,1,0,10.5240/AFA4-21D9-C411-DAFE-ABFC-U
105240/af688135e9de89bb1dbbg,1,1,1,0,10.5240/AF68-8135-E9DE-89BB-1DBB-G
105240/af5e0c87992cd0d69f21x,1,1,1,0,10.5240/AF5E-0C87-992C-D0D6-9F21-X
105240/af4fc829bbf9693c96a39,1,1,1,0,10.5240/AF4F-C829-BBF9-693C-96A3-9
105240/ae69c67cf0f270524c328,1,1,1,0,10.5240/AE69-C67C-F0F2-7052-4C32-8
105240/ae1e1326635929897caer,1,1,1,0,10.5240/AE1E-1326-6359-2989-7CAE-R
105240/ae0d9935c36236679fc3t,1,1,1,0,10.5240/AE0D-9935-C362-3667-9FC3-T
105240/adcc5b008d87af30f182q,1,1,1,0,10.5240/ADCC-5B00-8D87-AF30-F182-Q
105240/ad6399504242c9a427e9j,1,1,1,0,10.5240/AD63-9950-4242-C9A4-27E9-J
105240/ad44fa064e27cfc4f9fe2,1,1,1,0,10.5240/AD44-FA06-4E27-CFC4-F9FE-2
105240/acf0df248bc44ecbfe0bt,1,1,1,0,10.5240/ACF0-DF24-8BC4-4ECB-FE0B-T
105240/acefe774b625e078f097l,1,1,1,0,10.5240/ACEF-E774-B625-E078-F097-L
105240/ac75f2955278032a2df3g,1,1,1,0,10.5240/AC75-F295-5278-032A-2DF3-G
105240/ac6fba3304c76d327bb1h,1,1,1,0,10.5240/AC6F-BA33-04C7-6D32-7BB1-H
105240/ac3791cad4e47d0ae90a1,1,1,1,0,10.5240/AC37-91CA-D4E4-7D0A-E90A-1
105240/abacfcb252bbc600627c5,1,1,1,0,10.5240/ABAC-FCB2-52BB-C600-627C-5
105240/aba3267f8213bc6b6e68f,1,1,1,0,10.5240/ABA3-267F-8213-BC6B-6E68-F
105240/aaf34386db2d21846f49q,1,1,1,0,10.5240/AAF3-4386-DB2D-2184-6F49-Q
105240/aacd9ec3337721e4b225o,1,1,1,0,10.5240/AACD-9EC3-3377-21E4-B225-O
105240/aacd1eabf9b3c73ac070d,1,1,1,0,10.5240/AACD-1EAB-F9B3-C73A-C070-D
105240/aa6cd20569be768c8b80k,1,1,1,0,10.5240/AA6C-D205-69BE-768C-8B80-K
105240/aa51e615f85630490c656,1,1,1,0,10.5240/AA51-E615-F856-3049-0C65-6
105240/aa2b70730136b29a7d91k,1,1,1,0,10.5240/AA2B-7073-0136-B29A-7D91-K
105240/a9dc13b1d1473f283ca72,1,1,1,0,10.5240/A9DC-13B1-D147-3F28-3CA7-2
105240/a94a61ff1554cbb4f54bk,1,1,1,0,10.5240/A94A-61FF-1554-CBB4-F54B-K
105240/a91551be0a4d5ec53ae31,1,1,1,0,10.5240/A915-51BE-0A4D-5EC5-3AE3-1
105240/a8fddac1c2f9f59f5b43c,1,1,1,0,10.5240/A8FD-DAC1-C2F9-F59F-5B43-C
105240/a8e80cd7f5a68c8cb351s,1,1,1,0,10.5240/A8E8-0CD7-F5A6-8C8C-B351-S
105240/a863ab65c3d3aa9442fav,1,1,1,0,10.5240/A863-AB65-C3D3-AA94-42FA-V
105240/a81b0df8527aec072fc6j,1,1,1,0,10.5240/A81B-0DF8-527A-EC07-2FC6-J
105240/a7c253a4eb4fb6491460y,1,1,1,0,10.5240/A7C2-53A4-EB4F-B649-1460-Y
105240/a76f52fb4677a4d7c548w,1,1,1,0,10.5240/A76F-52FB-4677-A4D7-C548-W
105240/a764e54bcfc4032b6a5c7,1,1,1,0,10.5240/A764-E54B-CFC4-032B-6A5C-7
105240/a756092e4385685237a5t,1,1,1,0,10.5240/A756-092E-4385-6852-37A5-T
105240/a729d9130cb3ad6333e4b,1,1,1,0,10.5240/A729-D913-0CB3-AD63-33E4-B
105240/a71bb0d9230f31ef1846x,1,1,1,0,10.5240/A71B-B0D9-230F-31EF-1846-X
105240/a6b4ee1da7ec6a303688n,1,1,1,0,10.5240/A6B4-EE1D-A7EC-6A30-3688-N
105240/a60fcf2821d1f556b9637,1,1,1,0,10.5240/A60F-CF28-21D1-F556-B963-7
105240/a5e8866f2452b7a11a159,1,1,1,0,10.5240/A5E8-866F-2452-B7A1-1A15-9
105240/a5b22af62ab1ca86b91c8,1,1,1,0,10.5240/A5B2-2AF6-2AB1-CA86-B91C-8
105240/a45c61ed7c62396337bcd,1,1,1,0,10.5240/A45C-61ED-7C62-3963-37BC-D
105240/a43da2beadaa5075f9710,1,1,1,0,10.5240/A43D-A2BE-ADAA-5075-F971-0
105240/a421b3b0214bea20b295k,1,1,1,0,10.5240/A421-B3B0-214B-EA20-B295-K
105240/a3eb274e16d0227058d35,1,1,1,0,10.5240/A3EB-274E-16D0-2270-58D3-5
105240/a36144defe9ee1990dce9,1,1,1,0,10.5240/A361-44DE-FE9E-E199-0DCE-9
105240/a34468ffc5fed353536c8,1,1,1,0,10.5240/A344-68FF-C5FE-D353-536C-8
105240/a31cd4b70541bd4a43cco,1,1,1,0,10.5240/A31C-D4B7-0541-BD4A-43CC-O
105240/a2fb25263e970f50c513r,1,1,1,0,10.5240/A2FB-2526-3E97-0F50-C513-R
105240/a1dd926f3a673dde01fb8,1,1,1,0,10.5240/A1DD-926F-3A67-3DDE-01FB-8
105240/a1b34aee965689c51f6fn,1,1,1,0,10.5240/A1B3-4AEE-9656-89C5-1F6F-N
105240/a18fdb78cf46c04e9212f,1,1,1,0,10.5240/A18F-DB78-CF46-C04E-9212-F
105240/a1628bbc633674337ab1c,1,1,1,0,10.5240/A162-8BBC-6336-7433-7AB1-C
105240/a13c2242344b0ca0a0f3c,1,1,1,0,10.5240/A13C-2242-344B-0CA0-A0F3-C
105240/a11571e5f81b5799e25ai,1,1,1,0,10.5240/A115-71E5-F81B-5799-E25A-I
105240/a0fa3f8f4003fac95dbdi,1,1,1,0,10.5240/A0FA-3F8F-4003-FAC9-5DBD-I
105240/a0ed0fe1b85db1f1c22ac,1,1,1,0,10.5240/A0ED-0FE1-B85D-B1F1-C22A-C
105240/a0c6378b4170af7ce612t,1,1,1,0,10.5240/A0C6-378B-4170-AF7C-E612-T
105240/a0a7aebb0f2142bd771cz,1,1,1,0,10.5240/A0A7-AEBB-0F21-42BD-771C-Z
105240/9fc860c85d48b356eec2b,1,1,1,0,10.5240/9FC8-60C8-5D48-B356-EEC2-B
105240/9fa1e6d32d1b8e80b52a3,1,1,1,0,10.5240/9FA1-E6D3-2D1B-8E80-B52A-3
105240/9fa010fbda0a2b8246dc4,1,1,1,0,10.5240/9FA0-10FB-DA0A-2B82-46DC-4
105240/9f8711781f7a7e867abds,1,1,1,0,10.5240/9F87-1178-1F7A-7E86-7ABD-S
105240/9f8500bd232b531575a12,1,1,1,0,10.5240/9F85-00BD-232B-5315-75A1-2
105240/9f8020a8a02491669cc3m,1,1,1,0,10.5240/9F80-20A8-A024-9166-9CC3-M
105240/9f3ba730a3233c35af3c1,1,1,1,0,10.5240/9F3B-A730-A323-3C35-AF3C-1
105240/9efbfad3d04a3a629ab5e,1,1,1,0,10.5240/9EFB-FAD3-D04A-3A62-9AB5-E
105240/9ed3cdb06a670280bb0d2,1,1,1,0,10.5240/9ED3-CDB0-6A67-0280-BB0D-2
105240/9eb5711d7419cea8e7161,1,1,1,0,10.5240/9EB5-711D-7419-CEA8-E716-1
105240/9e4e3909c6a2d8d94c33r,1,1,1,0,10.5240/9E4E-3909-C6A2-D8D9-4C33-R
105240/9e1d54bfba50776ace849,1,1,1,0,10.5240/9E1D-54BF-BA50-776A-CE84-9
105240/9da2016f93c19be4d5c54,1,1,1,0,10.5240/9DA2-016F-93C1-9BE4-D5C5-4
105240/9d50c845c7db97191b868,1,1,1,0,10.5240/9D50-C845-C7DB-9719-1B86-8
105240/9d14b0357a5b9144b188z,1,1,1,0,10.5240/9D14-B035-7A5B-9144-B188-Z
105240/9c84d1af66b5f4c0b5d9o,1,1,1,0,10.5240/9C84-D1AF-66B5-F4C0-B5D9-O
105240/9c6a2ebd42be37a32dbe7,1,1,1,0,10.5240/9C6A-2EBD-42BE-37A3-2DBE-7
105240/9c52422a45a5065bb7a2l,1,1,1,0,10.5240/9C52-422A-45A5-065B-B7A2-L
105240/9c1c71c94b96ae788168c,1,1,1,0,10.5240/9C1C-71C9-4B96-AE78-8168-C
105240/9b9b8586f25505ba0835r,1,1,1,0,10.5240/9B9B-8586-F255-05BA-0835-R
105240/9b7c66d27d085e572d0e8,1,1,1,0,10.5240/9B7C-66D2-7D08-5E57-2D0E-8
105240/9b184c33aaf1738c22b0t,1,1,1,0,10.5240/9B18-4C33-AAF1-738C-22B0-T
105240/9b11b26e7ec5130666f9u,1,1,1,0,10.5240/9B11-B26E-7EC5-1306-66F9-U
105240/9aefd367c3c0a8517d027,1,1,1,0,10.5240/9AEF-D367-C3C0-A851-7D02-7
105240/99c9b9a4e213c01f5a13c,1,1,1,0,10.5240/99C9-B9A4-E213-C01F-5A13-C
105240/9935b6e268f34dc46deef,1,1,1,0,10.5240/9935-B6E2-68F3-4DC4-6DEE-F
105240/991fa1626cb6414e751cs,1,1,1,0,10.5240/991F-A162-6CB6-414E-751C-S
105240/98f929eaca67ada9d987r,1,1,1,0,10.5240/98F9-29EA-CA67-ADA9-D987-R
105240/98aacc5b6b8d60ed61686,1,1,1,0,10.5240/98AA-CC5B-6B8D-60ED-6168-6
105240/985c04116da135f24cc9q,1,1,1,0,10.5240/985C-0411-6DA1-35F2-4CC9-Q
105240/97e40e1134cf37c3a0c0i,1,1,1,0,10.5240/97E4-0E11-34CF-37C3-A0C0-I
105240/977de4e9b5ab6f10c84bp,1,1,1,0,10.5240/977D-E4E9-B5AB-6F10-C84B-P
105240/9726c2c298e10393b3c9a,1,1,1,0,10.5240/9726-C2C2-98E1-0393-B3C9-A
105240/9719ab0c8a3113d56f3au,1,1,1,0,10.5240/9719-AB0C-8A31-13D5-6F3A-U
105240/96cc7a61fc399d835f7bv,1,1,1,0,10.5240/96CC-7A61-FC39-9D83-5F7B-V
105240/95c227615a93422bc05ed,1,1,1,0,10.5240/95C2-2761-5A93-422B-C05E-D
105240/954c6ff6610a6f24025fc,1,1,1,0,10.5240/954C-6FF6-610A-6F24-025F-C
105240/95387304713c71f95f21a,1,1,1,0,10.5240/9538-7304-713C-71F9-5F21-A
105240/951a402bc77612600ca1p,1,1,1,0,10.5240/951A-402B-C776-1260-0CA1-P
105240/94e50854d7f7ec5cc9ddj,1,1,1,0,10.5240/94E5-0854-D7F7-EC5C-C9DD-J
105240/9477ed378b6e9263c719j,1,1,1,0,10.5240/9477-ED37-8B6E-9263-C719-J
105240/94755be098b458f1e373y,1,1,1,0,10.5240/9475-5BE0-98B4-58F1-E373-Y
105240/94620e0a431854d554d9d,1,1,1,0,10.5240/9462-0E0A-4318-54D5-54D9-D
105240/9459c20380d244a70972t,1,1,1,0,10.5240/9459-C203-80D2-44A7-0972-T
105240/9408f76743067699f52fz,1,1,1,0,10.5240/9408-F767-4306-7699-F52F-Z
105240/93c34390ea0d4add0db1l,1,1,1,0,10.5240/93C3-4390-EA0D-4ADD-0DB1-L
105240/93685399ad7406cb0e117,1,1,1,0,10.5240/9368-5399-AD74-06CB-0E11-7
105240/9330563eeb6ad734adb8g,1,1,1,0,10.5240/9330-563E-EB6A-D734-ADB8-G
105240/9301d9304841b3570c1d6,1,1,1,0,10.5240/9301-D930-4841-B357-0C1D-6
105240/92e12a67a65ca13bc41ex,1,1,1,0,10.5240/92E1-2A67-A65C-A13B-C41E-X
105240/92dba80ca60d2b573769p,1,1,1,0,10.5240/92DB-A80C-A60D-2B57-3769-P
105240/9288d85143e6fe7c0562y,1,1,1,0,10.5240/9288-D851-43E6-FE7C-0562-Y
105240/91ae9b024312b2c97707a,1,1,1,0,10.5240/91AE-9B02-4312-B2C9-7707-A
105240/90ff947a155fe53254dfk,1,1,1,0,10.5240/90FF-947A-155F-E532-54DF-K
105240/900f125a0fe3dc60db604,1,1,1,0,10.5240/900F-125A-0FE3-DC60-DB60-4
105240/9000fae3674d6a938665k,1,1,1,0,10.5240/9000-FAE3-674D-6A93-8665-K
105240/8fc5d22308315575e01cc,1,1,1,0,10.5240/8FC5-D223-0831-5575-E01C-C
105240/8fc3fb3131510669cc3cv,1,1,1,0,10.5240/8FC3-FB31-3151-0669-CC3C-V
105240/8f90e222df048c269368x,1,1,1,0,10.5240/8F90-E222-DF04-8C26-9368-X
105240/8f4e00de0b98bd81edf9h,1,1,1,0,10.5240/8F4E-00DE-0B98-BD81-EDF9-H
105240/8ed14b2343d96ebd1e1ek,1,1,1,0,10.5240/8ED1-4B23-43D9-6EBD-1E1E-K
105240/8e52d73787f141c982f6t,1,1,1,0,10.5240/8E52-D737-87F1-41C9-82F6-T
105240/8e3ecf4ae2de0c6b50c7l,1,1,1,0,10.5240/8E3E-CF4A-E2DE-0C6B-50C7-L
105240/8e028443ca2fc2e23667f,1,1,1,0,10.5240/8E02-8443-CA2F-C2E2-3667-F
105240/8df0a6519e07deb8f01cz,1,1,1,0,10.5240/8DF0-A651-9E07-DEB8-F01C-Z
105240/8dc3e9a180525d04eaa1q,1,1,1,0,10.5240/8DC3-E9A1-8052-5D04-EAA1-Q
105240/8db0ce824abe7c95b505f,1,1,1,0,10.5240/8DB0-CE82-4ABE-7C95-B505-F
105240/8ce7bf05be4e53f0add4y,1,1,1,0,10.5240/8CE7-BF05-BE4E-53F0-ADD4-Y
105240/8cab5468b4223cf9d13bd,1,1,1,0,10.5240/8CAB-5468-B422-3CF9-D13B-D
105240/8ca9fec00b7968efc9fe5,1,1,1,0,10.5240/8CA9-FEC0-0B79-68EF-C9FE-5
